,INDICATOR,PANEL,PANEL_NUM,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,FLAG,ALL,Youth(<15-34),Adult(35-64),Elderly(65-80+),Gender,Ethnicity,Race,Age Group,any_opioid,natural_semisynthetic_opioids,methadone,other_synthetic_opioids,heroin
1955,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,1999,1,85 years and over,4,,*,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1956,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2000,2,85 years and over,4,,*,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1957,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2001,3,85 years and over,4,,*,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1958,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2002,4,85 years and over,4,0.6,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1959,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2003,5,85 years and over,4,0.8,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1960,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2004,6,85 years and over,4,,*,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1961,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2005,7,85 years and over,4,0.9,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1962,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2006,8,85 years and over,4,0.9,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1963,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2007,9,85 years and over,4,0.9,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1964,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2008,10,85 years and over,4,0.9,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1965,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2009,11,85 years and over,4,0.6,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1966,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2010,12,85 years and over,4,1.2,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1967,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2011,13,85 years and over,4,0.9,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1968,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2012,14,85 years and over,4,0.9,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1969,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2013,15,85 years and over,4,0.8,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1970,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2014,16,85 years and over,4,1.2,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1971,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2015,17,85 years and over,4,0.9,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1972,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2016,18,85 years and over,4,0.8,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1973,Drug overdose death rates,Drug overdose deaths involving any opioid,1,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 85 years and over,3.29,2017,19,85 years and over,4,1.1,,0,0,0,1,Female,,,85 years and over,1,0,0,0,0
1974,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,1999,1,All ages,1,1.0,,1,0,0,0,,,,All persons,0,1,0,0,0
1975,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2000,2,All ages,1,1.0,,1,0,0,0,,,,All persons,0,1,0,0,0
1976,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2001,3,All ages,1,1.2,,1,0,0,0,,,,All persons,0,1,0,0,0
1977,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2002,4,All ages,1,1.5,,1,0,0,0,,,,All persons,0,1,0,0,0
1978,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2003,5,All ages,1,1.7,,1,0,0,0,,,,All persons,0,1,0,0,0
1979,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2004,6,All ages,1,1.8,,1,0,0,0,,,,All persons,0,1,0,0,0
1980,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2005,7,All ages,1,1.9,,1,0,0,0,,,,All persons,0,1,0,0,0
1981,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2006,8,All ages,1,2.3,,1,0,0,0,,,,All persons,0,1,0,0,0
1982,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2007,9,All ages,1,2.7,,1,0,0,0,,,,All persons,0,1,0,0,0
1983,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2008,10,All ages,1,3.0,,1,0,0,0,,,,All persons,0,1,0,0,0
1984,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2009,11,All ages,1,3.1,,1,0,0,0,,,,All persons,0,1,0,0,0
1985,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2010,12,All ages,1,3.5,,1,0,0,0,,,,All persons,0,1,0,0,0
1986,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2011,13,All ages,1,3.7,,1,0,0,0,,,,All persons,0,1,0,0,0
1987,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2012,14,All ages,1,3.5,,1,0,0,0,,,,All persons,0,1,0,0,0
1988,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2013,15,All ages,1,3.5,,1,0,0,0,,,,All persons,0,1,0,0,0
1989,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2014,16,All ages,1,3.8,,1,0,0,0,,,,All persons,0,1,0,0,0
1990,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2015,17,All ages,1,3.9,,1,0,0,0,,,,All persons,0,1,0,0,0
1991,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2016,18,All ages,1,4.4,,1,0,0,0,,,,All persons,0,1,0,0,0
1992,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Total,0,All persons,0.1,2017,19,All ages,1,4.4,,1,0,0,0,,,,All persons,0,1,0,0,0
1993,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,1999,1,All ages,1,1.4,,1,0,0,0,Male,,,,0,1,0,0,0
1994,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2000,2,All ages,1,1.4,,1,0,0,0,Male,,,,0,1,0,0,0
1995,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2001,3,All ages,1,1.6,,1,0,0,0,Male,,,,0,1,0,0,0
1996,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2002,4,All ages,1,2.0,,1,0,0,0,Male,,,,0,1,0,0,0
1997,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2003,5,All ages,1,2.2,,1,0,0,0,Male,,,,0,1,0,0,0
1998,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2004,6,All ages,1,2.2,,1,0,0,0,Male,,,,0,1,0,0,0
1999,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2005,7,All ages,1,2.4,,1,0,0,0,Male,,,,0,1,0,0,0
2000,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2006,8,All ages,1,2.9,,1,0,0,0,Male,,,,0,1,0,0,0
2001,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2007,9,All ages,1,3.3,,1,0,0,0,Male,,,,0,1,0,0,0
2002,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2008,10,All ages,1,3.7,,1,0,0,0,Male,,,,0,1,0,0,0
2003,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2009,11,All ages,1,3.8,,1,0,0,0,Male,,,,0,1,0,0,0
2004,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2010,12,All ages,1,4.3,,1,0,0,0,Male,,,,0,1,0,0,0
2005,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2011,13,All ages,1,4.4,,1,0,0,0,Male,,,,0,1,0,0,0
2006,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2012,14,All ages,1,4.0,,1,0,0,0,Male,,,,0,1,0,0,0
2007,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2013,15,All ages,1,4.1,,1,0,0,0,Male,,,,0,1,0,0,0
2008,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2014,16,All ages,1,4.2,,1,0,0,0,Male,,,,0,1,0,0,0
2009,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2015,17,All ages,1,4.4,,1,0,0,0,Male,,,,0,1,0,0,0
2010,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2016,18,All ages,1,5.2,,1,0,0,0,Male,,,,0,1,0,0,0
2011,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Male,2.1,2017,19,All ages,1,5.2,,1,0,0,0,Male,,,,0,1,0,0,0
2012,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,1999,1,All ages,1,0.5,,1,0,0,0,Female,,,,0,1,0,0,0
2013,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2000,2,All ages,1,0.6,,1,0,0,0,Female,,,,0,1,0,0,0
2014,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2001,3,All ages,1,0.8,,1,0,0,0,Female,,,,0,1,0,0,0
2015,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2002,4,All ages,1,1.1,,1,0,0,0,Female,,,,0,1,0,0,0
2016,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2003,5,All ages,1,1.2,,1,0,0,0,Female,,,,0,1,0,0,0
2017,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2004,6,All ages,1,1.3,,1,0,0,0,Female,,,,0,1,0,0,0
2018,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2005,7,All ages,1,1.5,,1,0,0,0,Female,,,,0,1,0,0,0
2019,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2006,8,All ages,1,1.8,,1,0,0,0,Female,,,,0,1,0,0,0
2020,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2007,9,All ages,1,2.1,,1,0,0,0,Female,,,,0,1,0,0,0
2021,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2008,10,All ages,1,2.3,,1,0,0,0,Female,,,,0,1,0,0,0
2022,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2009,11,All ages,1,2.4,,1,0,0,0,Female,,,,0,1,0,0,0
2023,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2010,12,All ages,1,2.7,,1,0,0,0,Female,,,,0,1,0,0,0
2024,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2011,13,All ages,1,3.0,,1,0,0,0,Female,,,,0,1,0,0,0
2025,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2012,14,All ages,1,3.0,,1,0,0,0,Female,,,,0,1,0,0,0
2026,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2013,15,All ages,1,3.0,,1,0,0,0,Female,,,,0,1,0,0,0
2027,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2014,16,All ages,1,3.3,,1,0,0,0,Female,,,,0,1,0,0,0
2028,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2015,17,All ages,1,3.4,,1,0,0,0,Female,,,,0,1,0,0,0
2029,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2016,18,All ages,1,3.6,,1,0,0,0,Female,,,,0,1,0,0,0
2030,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex,2,Female,2.2,2017,19,All ages,1,3.6,,1,0,0,0,Female,,,,0,1,0,0,0
2031,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,1999,1,All ages,1,1.6,,1,0,0,0,Male,,White,,0,1,0,0,0
2032,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2000,2,All ages,1,1.6,,1,0,0,0,Male,,White,,0,1,0,0,0
2033,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2001,3,All ages,1,1.8,,1,0,0,0,Male,,White,,0,1,0,0,0
2034,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2002,4,All ages,1,2.2,,1,0,0,0,Male,,White,,0,1,0,0,0
2035,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2003,5,All ages,1,2.5,,1,0,0,0,Male,,White,,0,1,0,0,0
2036,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2004,6,All ages,1,2.6,,1,0,0,0,Male,,White,,0,1,0,0,0
2037,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2005,7,All ages,1,2.7,,1,0,0,0,Male,,White,,0,1,0,0,0
2038,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2006,8,All ages,1,3.3,,1,0,0,0,Male,,White,,0,1,0,0,0
2039,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2007,9,All ages,1,3.8,,1,0,0,0,Male,,White,,0,1,0,0,0
2040,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2008,10,All ages,1,4.3,,1,0,0,0,Male,,White,,0,1,0,0,0
2041,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2009,11,All ages,1,4.5,,1,0,0,0,Male,,White,,0,1,0,0,0
2042,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2010,12,All ages,1,5.1,,1,0,0,0,Male,,White,,0,1,0,0,0
2043,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2011,13,All ages,1,5.3,,1,0,0,0,Male,,White,,0,1,0,0,0
2044,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2012,14,All ages,1,4.7,,1,0,0,0,Male,,White,,0,1,0,0,0
2045,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2013,15,All ages,1,4.7,,1,0,0,0,Male,,White,,0,1,0,0,0
2046,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2014,16,All ages,1,4.9,,1,0,0,0,Male,,White,,0,1,0,0,0
2047,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2015,17,All ages,1,5.1,,1,0,0,0,Male,,White,,0,1,0,0,0
2048,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2016,18,All ages,1,6.0,,1,0,0,0,Male,,White,,0,1,0,0,0
2049,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2017,19,All ages,1,5.9,,1,0,0,0,Male,,White,,0,1,0,0,0
2050,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: White,4.1,2018,20,All ages,1,5.1,,1,0,0,0,Male,,White,,0,1,0,0,0
2051,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,1999,1,All ages,1,1.0,,1,0,0,0,Male,,Black,,0,1,0,0,0
2052,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2000,2,All ages,1,0.9,,1,0,0,0,Male,,Black,,0,1,0,0,0
2053,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2001,3,All ages,1,0.9,,1,0,0,0,Male,,Black,,0,1,0,0,0
2054,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2002,4,All ages,1,1.0,,1,0,0,0,Male,,Black,,0,1,0,0,0
2055,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2003,5,All ages,1,0.9,,1,0,0,0,Male,,Black,,0,1,0,0,0
2056,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2004,6,All ages,1,1.1,,1,0,0,0,Male,,Black,,0,1,0,0,0
2057,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2005,7,All ages,1,1.1,,1,0,0,0,Male,,Black,,0,1,0,0,0
2058,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2006,8,All ages,1,1.2,,1,0,0,0,Male,,Black,,0,1,0,0,0
2059,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2007,9,All ages,1,1.2,,1,0,0,0,Male,,Black,,0,1,0,0,0
2060,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2008,10,All ages,1,1.4,,1,0,0,0,Male,,Black,,0,1,0,0,0
2061,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2009,11,All ages,1,1.5,,1,0,0,0,Male,,Black,,0,1,0,0,0
2062,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2010,12,All ages,1,1.5,,1,0,0,0,Male,,Black,,0,1,0,0,0
2063,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2011,13,All ages,1,1.5,,1,0,0,0,Male,,Black,,0,1,0,0,0
2064,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2012,14,All ages,1,1.5,,1,0,0,0,Male,,Black,,0,1,0,0,0
2065,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2013,15,All ages,1,1.8,,1,0,0,0,Male,,Black,,0,1,0,0,0
2066,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2014,16,All ages,1,2.2,,1,0,0,0,Male,,Black,,0,1,0,0,0
2067,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2015,17,All ages,1,2.3,,1,0,0,0,Male,,Black,,0,1,0,0,0
2068,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2016,18,All ages,1,3.1,,1,0,0,0,Male,,Black,,0,1,0,0,0
2069,Drug overdose death rates,Drug overdose deaths involving natural and semisynthetic opioids,2,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.2,2017,19,All ages,1,3.5,,1,0,0,0,Male,,Black,,0,1,0,0,0
